 #Z (A)  proton-shared coord
  -1.9866666666666666        1.6564448446339679E-002
  -1.9733333333333334        1.9112825130391939E-003
  -1.9600000000000000        3.1854708550653234E-003
  -1.9466666666666668        3.1854708550653234E-003
  -1.9333333333333333        6.3709417101306465E-004
  -1.9199999999999999        1.9112825130391939E-003
  -1.9066666666666667        2.5483766840522586E-003
  -1.8933333333333333        6.3709417101306465E-004
  -1.8799999999999999        6.3709417101306465E-004
  -1.8666666666666667        1.9112825130391939E-003
  -1.8533333333333333        3.1854708550653234E-003
  -1.8400000000000001        3.1854708550653234E-003
  -1.8266666666666667        6.3709417101306468E-003
  -1.8133333333333332        3.1854708550653234E-003
  -1.8000000000000000        1.9112825130391939E-003
  -1.7866666666666666        1.9112825130391939E-003
  -1.7733333333333334        7.0080358811437111E-003
  -1.7600000000000000        3.1854708550653234E-003
  -1.7466666666666666        3.1854708550653234E-003
  -1.7333333333333334        4.4596591970914520E-003
  -1.7200000000000000        3.8225650260783877E-003
  -1.7066666666666666        5.0967533681045172E-003
  -1.6933333333333334        5.0967533681045172E-003
  -1.6799999999999999        5.0967533681045172E-003
  -1.6666666666666665        5.7338475391175816E-003
  -1.6533333333333333        4.4596591970914520E-003
  -1.6399999999999999        3.1854708550653234E-003
  -1.6266666666666667        8.9193183941829041E-003
  -1.6133333333333333        5.7338475391175816E-003
  -1.6000000000000001        8.2822242231698397E-003
  -1.5866666666666667        1.2104789249248227E-002
  -1.5733333333333333        1.3378977591274358E-002
  -1.5600000000000001        1.6564448446339679E-002
  -1.5466666666666666        1.0193506736209034E-002
  -1.5333333333333332        1.5927354275326617E-002
  -1.5200000000000000        1.6564448446339679E-002
  -1.5066666666666666        1.7201542617352746E-002
  -1.4933333333333332        1.5290260104313551E-002
  -1.4800000000000000        1.5290260104313551E-002
  -1.4666666666666668        1.5927354275326617E-002
  -1.4533333333333331        1.8475730959378874E-002
  -1.4399999999999999        1.7838636788365808E-002
  -1.4266666666666667        2.2935390156470326E-002
  -1.4133333333333333        2.7395049353561778E-002
  -1.3999999999999999        2.2298295985457264E-002
  -1.3866666666666667        2.6120861011535650E-002
  -1.3733333333333333        3.8225650260783881E-002
  -1.3599999999999999        3.2491802721666296E-002
  -1.3466666666666667        3.1854708550653234E-002
  -1.3333333333333333        3.3128896892679359E-002
  -1.3199999999999998        2.7395049353561778E-002
  -1.3066666666666666        2.8032143524574844E-002
  -1.2933333333333334        3.8225650260783881E-002
  -1.2799999999999998        4.1411121115849200E-002
  -1.2666666666666666        4.7782062825979847E-002
  -1.2533333333333334        4.3322403628888395E-002
  -1.2400000000000000        4.8419156996992910E-002
  -1.2266666666666666        5.7338475391175814E-002
  -1.2133333333333334        6.1798134588267273E-002
  -1.2000000000000000        5.5427192878136626E-002
  -1.1866666666666665        5.0967533681045174E-002
  -1.1733333333333333        7.3902923837515497E-002
  -1.1599999999999999        7.7725488863593886E-002
  -1.1466666666666665        7.5814206350554691E-002
  -1.1333333333333333        7.6451300521567761E-002
  -1.1200000000000001        7.8999677205620011E-002
  -1.1066666666666665        8.7918995599802915E-002
  -1.0933333333333333       0.10894310324323406     
  -1.0800000000000001        8.0273865547646150E-002
  -1.0666666666666667       0.10766891490120792     
  -1.0533333333333332       0.11531404495336470     
  -1.0400000000000000       0.11212857409829938     
  -1.0266666666666666       0.11977370415045616     
  -1.0133333333333332       0.13952362345186115     
  -1.0000000000000000       0.13251558757071744     
 -0.98666666666666658       0.13251558757071744     
 -0.97333333333333316       0.13570105842578276     
 -0.95999999999999996       0.15863644858225309     
 -0.94666666666666655       0.17520089702859276     
 -0.93333333333333335       0.17074123783150133     
 -0.91999999999999993       0.18921696879088021     
 -0.90666666666666651       0.19049115713290632     
 -0.89333333333333331       0.19941047552708924     
 -0.87999999999999989       0.20195885221114149     
 -0.86666666666666670       0.21470073563140279     
 -0.85333333333333328       0.25483766840522587     
 -0.83999999999999986       0.27777305856169621     
 -0.82666666666666666       0.27586177604865697     
 -0.81333333333333324       0.30389391957323181     
 -0.79999999999999982       0.34403085234705488     
 -0.78666666666666663       0.36314367747744686     
 -0.77333333333333321       0.34275666400502880     
 -0.76000000000000001       0.36059530079339458     
 -0.74666666666666659       0.39690966854113929     
 -0.73333333333333317       0.45998199147143265     
 -0.71999999999999997       0.45870780312940651     
 -0.70666666666666655       0.47590934574675930     
 -0.69333333333333336       0.46125617981345879     
 -0.67999999999999994       0.51795756103362156     
 -0.66666666666666652       0.54662679872920950     
 -0.65333333333333332       0.56191705883352305     
 -0.63999999999999990       0.56828800054365369     
 -0.62666666666666648       0.60778783914646362     
 -0.61333333333333329       0.62371519342179027     
 -0.59999999999999987       0.65238443111737821     
 -0.58666666666666667       0.63072322930293401     
 -0.57333333333333325       0.64155383021015611     
 -0.55999999999999983       0.67022306790574404     
 -0.54666666666666663       0.67277144458979621     
 -0.53333333333333321       0.70526324731146250     
 -0.51999999999999980       0.70398905896943642     
 -0.50666666666666660       0.72756154329691980     
 -0.49333333333333318       0.74030342671718108     
 -0.47999999999999998       0.70271487062741034     
 -0.46666666666666656       0.73329539083603734     
 -0.45333333333333314       0.71609384821868460     
 -0.43999999999999995       0.70717452982450180     
 -0.42666666666666653       0.69761811725930578     
 -0.41333333333333333       0.67659400961587468     
 -0.39999999999999991       0.67022306790574404     
 -0.38666666666666649       0.64155383021015611     
