 #Z (A)  proton-shared coord
  -1.9866666666666666        5.9329184685159792E-003
  -1.9733333333333334        3.9552789790106525E-003
  -1.9600000000000000        4.6144921421790953E-003
  -1.9466666666666668        5.2737053053475372E-003
  -1.9333333333333333        3.9552789790106525E-003
  -1.9199999999999999        3.9552789790106525E-003
  -1.9066666666666667        5.2737053053475372E-003
  -1.8933333333333333        1.0547410610695074E-002
  -1.8799999999999999        4.6144921421790953E-003
  -1.8666666666666667        3.9552789790106525E-003
  -1.8533333333333333        6.5921316316844211E-003
  -1.8400000000000001        3.9552789790106525E-003
  -1.8266666666666667        5.2737053053475372E-003
  -1.8133333333333332        3.9552789790106525E-003
  -1.8000000000000000        4.6144921421790953E-003
  -1.7866666666666666        9.2289842843581906E-003
  -1.7733333333333334        6.5921316316844211E-003
  -1.7600000000000000        9.2289842843581906E-003
  -1.7466666666666666        1.1206623773863516E-002
  -1.7333333333333334        7.2513447948528631E-003
  -1.7200000000000000        1.3843476426537285E-002
  -1.7066666666666666        1.4502689589705726E-002
  -1.6933333333333334        1.9117181731884821E-002
  -1.6799999999999999        1.1206623773863516E-002
  -1.6666666666666665        2.3072460710895474E-002
  -1.6533333333333333        1.6480329079211053E-002
  -1.6399999999999999        2.4390887037232360E-002
  -1.6266666666666667        1.9117181731884821E-002
  -1.6133333333333333        1.9117181731884821E-002
  -1.6000000000000001        1.9776394895053263E-002
  -1.5866666666666667        2.1754034384558592E-002
  -1.5733333333333333        2.4390887037232360E-002
  -1.5600000000000001        2.8346166016243013E-002
  -1.5466666666666666        2.7027739689906127E-002
  -1.5333333333333332        2.7686952853074570E-002
  -1.5200000000000000        2.8346166016243013E-002
  -1.5066666666666666        2.7027739689906127E-002
  -1.4933333333333332        2.2413247547727031E-002
  -1.4800000000000000        3.3619871321590548E-002
  -1.4666666666666668        2.7686952853074570E-002
  -1.4533333333333331        3.7575150300601198E-002
  -1.4399999999999999        3.8893576626938084E-002
  -1.4266666666666667        3.6256723974264320E-002
  -1.4133333333333333        4.1530429279611855E-002
  -1.3999999999999999        3.8893576626938084E-002
  -1.3866666666666667        4.3508068769117184E-002
  -1.3733333333333333        4.6144921421790948E-002
  -1.3599999999999999        5.1418626727138483E-002
  -1.3466666666666667        4.2189642442780298E-002
  -1.3333333333333333        4.8122560911296276E-002
  -1.3199999999999998        5.5373905706149140E-002
  -1.3066666666666666        6.3284463664170440E-002
  -1.2933333333333334        5.8010758358822904E-002
  -1.2799999999999998        6.1966037337833561E-002
  -1.2666666666666666        4.6144921421790948E-002
  -1.2533333333333334        5.8669971521991347E-002
  -1.2400000000000000        6.7239742643181097E-002
  -1.2266666666666666        7.1195021622191754E-002
  -1.2133333333333334        6.7239742643181097E-002
  -1.2000000000000000        8.7016137538234367E-002
  -1.1866666666666665        8.3060858559223710E-002
  -1.1733333333333333        8.5038498048729039E-002
  -1.1599999999999999        7.3172661111697082E-002
  -1.1466666666666665        8.9652990190908124E-002
  -1.1333333333333333        9.1630629680413453E-002
  -1.1200000000000001       0.11733994304398269     
  -1.1066666666666665       0.11931758253348802     
  -1.0933333333333333        9.4267482333087224E-002
  -1.0800000000000001       0.11536230355447737     
  -1.0666666666666667       0.12063600885982491     
  -1.0533333333333332       0.11602151671764581     
  -1.0400000000000000       0.12854656681784621     
  -1.0266666666666666       0.12788735365467777     
  -1.0133333333333332       0.14634532222339416     
  -1.0000000000000000       0.14700453538656261     
 -0.98666666666666658       0.16348486446577365     
 -0.97333333333333316       0.17732834089231092     
 -0.95999999999999996       0.16480329079211054     
 -0.94666666666666655       0.18260204619765846     
 -0.93333333333333335       0.18326125936082691     
 -0.91999999999999993       0.20171922792954330     
 -0.90666666666666651       0.21885877017192279     
 -0.89333333333333331       0.20435608058221705     
 -0.87999999999999989       0.22742854129311255     
 -0.86666666666666670       0.22940618078261787     
 -0.85333333333333328       0.24456808353549203     
 -0.83999999999999986       0.23402067292479695     
 -0.82666666666666666       0.28214323383609324     
