 #Z (A)  proton-shared coord
  -9.3333333333333268E-002  0.29439508276533594     
  -7.9999999999999849E-002  0.27214429162609544     
  -6.6666666666666652E-002  0.28070228821811100     
  -5.3333333333333233E-002  0.26187469571567673     
  -3.9999999999999813E-002  0.27442642405063289     
  -2.6666666666666616E-002  0.25274616601752675     
  -1.3333333333333197E-002  0.27899068889970791     
   0.0000000000000000       0.24989350048685491     
   1.3333333333333641E-002  0.27271482473222980     
   2.6666666666666838E-002  0.24989350048685491     
   4.0000000000000036E-002  0.27899068889970791     
   5.3333333333333677E-002  0.25274616601752675     
   6.6666666666666874E-002  0.27442642405063289     
   8.0000000000000071E-002  0.26187469571567673     
   9.3333333333333268E-002  0.28070228821811100     
  0.10666666666666691       0.27214429162609544     
  0.12000000000000011       0.29439508276533594     
  0.13333333333333330       0.30295307935735150     
  0.14666666666666694       0.30010041382667962     
  0.16000000000000014       0.31094054284323269     
  0.17333333333333334       0.31664587390457644     
  0.18666666666666698       0.34174933057448881     
  0.20000000000000018       0.36799385345666991     
  0.21333333333333337       0.38853304527750732     
  0.22666666666666702       0.38682144595910417     
  0.24000000000000021       0.44159262414800388     
  0.25333333333333341       0.44159262414800388     
  0.26666666666666661       0.42219449853943525     
  0.28000000000000025       0.43360516066212268     
  0.29333333333333345       0.47867727604673810     
  0.30666666666666664       0.52431992453748788     
  0.32000000000000028       0.56539830817916259     
  0.33333333333333348       0.56482777507302828     
  0.34666666666666668       0.60533562560856868     
  0.36000000000000032       0.63842654576436220     
  0.37333333333333352       0.70118518743914315     
  0.38666666666666671       0.76109116358325224     
  0.40000000000000036       0.73256450827653363     
  0.41333333333333355       0.78733568646543328     
  0.42666666666666675       0.78048928919182081     
  0.43999999999999995       0.87519778481012656     
  0.45333333333333359       0.89288431110029209     
  0.46666666666666679       0.88033258276533588     
  0.47999999999999998       0.91570563534566696     
  0.49333333333333362       0.90600657254138262     
  0.50666666666666682       0.94252069133398242     
  0.52000000000000002       0.96420094936708856     
  0.53333333333333366       0.91684670155793568     
  0.54666666666666686       0.92768683057448875     
  0.56000000000000005       0.90885923807205449     
  0.57333333333333369       0.91399403602726392     
  0.58666666666666689       0.89117271178188895     
  0.60000000000000009       0.88546738072054532     
  0.61333333333333329       0.81871500730282376     
  0.62666666666666693       0.79988741480038950     
  0.64000000000000012       0.76565542843232715     
  0.65333333333333332       0.75481529941577408     
  0.66666666666666696       0.66353000243427462     
  0.68000000000000016       0.65326040652385586     
  0.69333333333333336       0.57795003651411880     
  0.70666666666666700       0.57224470545277506     
  0.72000000000000020       0.54828231499513147     
  0.73333333333333339       0.50777446445959107     
  0.74666666666666703       0.44273369036027266     
  0.76000000000000023       0.41078383641674782     
  0.77333333333333343       0.36514118792599803     
  0.78666666666666663       0.33090920155793574     
  0.80000000000000027       0.31094054284323269     
  0.81333333333333346       0.28926028481012656     
  0.82666666666666666       0.27727908958130476     
  0.84000000000000030       0.21965524586173321     
  0.85333333333333350       0.22707217624148004     
  0.86666666666666670       0.19055805744888024     
  0.88000000000000034       0.19169912366114897     
  0.89333333333333353       0.17173046494644595     
  0.90666666666666673       0.15404393865628044     
  0.92000000000000037       0.11695928675754626     
  0.93333333333333357       0.13521634615384615     
  0.94666666666666677        9.9272760467380719E-002
  0.96000000000000041       0.10383702531645569     
  0.97333333333333361        9.0144230769230768E-002
  0.98666666666666680        8.0445167964946440E-002
   1.0000000000000000        7.1887171372930866E-002
   1.0133333333333336        6.4470240993184033E-002
   1.0266666666666668        5.7053310613437193E-002
   1.0400000000000000        6.5040774099318396E-002
   1.0533333333333337        5.0206913339824730E-002
   1.0666666666666669        5.5912244401168452E-002
   1.0800000000000001        3.7655185004868551E-002
   1.0933333333333337        4.1078383641674779E-002
   1.1066666666666669        3.7084651898734181E-002
   1.1200000000000001        3.0238254625121714E-002
   1.1333333333333337        3.5373052580331063E-002
   1.1466666666666669        3.0808787731256084E-002
   1.1600000000000001        2.3391857351509251E-002
   1.1733333333333333        2.4532923563777995E-002
   1.1866666666666670        1.9968658714703019E-002
   1.2000000000000002        1.8827592502434275E-002
   1.2133333333333334        1.5974926971762414E-002
   1.2266666666666670        2.1109724926971763E-002
   1.2400000000000002        1.8257059396299902E-002
   1.2533333333333334        1.6545460077896788E-002
   1.2666666666666671        1.6545460077896788E-002
   1.2800000000000002        8.5579965920155789E-003
   1.2933333333333334        1.4833860759493670E-002
   1.3066666666666671        1.1410662122687439E-002
   1.3200000000000003        1.5404393865628042E-002
   1.3333333333333335        9.1285296981499509E-003
   1.3466666666666667        6.2758641674780912E-003
   1.3600000000000003        9.1285296981499509E-003
   1.3733333333333335        9.1285296981499509E-003
   1.3866666666666667        9.1285296981499509E-003
   1.4000000000000004        4.5642648490749754E-003
   1.4133333333333336        7.4169303797468351E-003
   1.4266666666666667        1.0840129016553067E-002
   1.4400000000000004        5.7053310613437193E-003
   1.4533333333333336        6.8463972736124631E-003
   1.4666666666666668        3.4231986368062316E-003
   1.4800000000000004        3.4231986368062316E-003
   1.4933333333333336        5.1347979552093474E-003
   1.5066666666666668        2.8526655306718596E-003
   1.5200000000000000        1.7115993184031158E-003
   1.5333333333333337        2.8526655306718596E-003
   1.5466666666666669        1.1410662122687439E-003
   1.5600000000000001        3.4231986368062316E-003
   1.5733333333333337        0.0000000000000000     
   1.5866666666666669        1.1410662122687439E-003
   1.6000000000000001        1.1410662122687439E-003
   1.6133333333333337        0.0000000000000000     
   1.6266666666666669        0.0000000000000000     
   1.6400000000000001        0.0000000000000000     
   1.6533333333333338        0.0000000000000000     
   1.6666666666666670        0.0000000000000000     
   1.6800000000000002        0.0000000000000000     
   1.6933333333333334        0.0000000000000000     
   1.7066666666666670        0.0000000000000000     
   1.7200000000000002        0.0000000000000000     
   1.7333333333333334        5.7053310613437193E-004
   1.7466666666666670        5.7053310613437193E-004
   1.7600000000000002        5.7053310613437193E-004
   1.7733333333333334        0.0000000000000000     
   1.7866666666666671        0.0000000000000000     
   1.8000000000000003        5.7053310613437193E-004
   1.8133333333333335        0.0000000000000000     
   1.8266666666666671        1.1410662122687439E-003
   1.8400000000000003        5.7053310613437193E-004
   1.8533333333333335        0.0000000000000000     
   1.8666666666666667        5.7053310613437193E-004
   1.8800000000000003        0.0000000000000000     
   1.8933333333333335        0.0000000000000000     
   1.9066666666666667        0.0000000000000000     
   1.9200000000000004        5.7053310613437193E-004
   1.9333333333333336        0.0000000000000000     
   1.9466666666666668        0.0000000000000000     
   1.9600000000000004        0.0000000000000000     
   1.9733333333333336        5.7053310613437193E-004
   1.9866666666666668        1.1410662122687439E-003
   2.0000000000000000        0.0000000000000000     
