 -0.50000000000000000        4.6307692980462889E-004
 -0.49335548172757476        1.1576923245115722E-004
 -0.48671096345514953        1.1576923245115722E-004
 -0.48006644518272423        5.7884616225578611E-005
 -0.47342192691029900        5.7884616225578611E-005
 -0.46677740863787376        0.0000000000000000     
 -0.46013289036544852        5.7884616225578611E-005
 -0.45348837209302328        5.7884616225578611E-005
 -0.44684385382059799        5.7884616225578611E-005
 -0.44019933554817275        5.7884616225578611E-005
 -0.43355481727574752        5.7884616225578611E-005
 -0.42691029900332222        5.7884616225578611E-005
 -0.42026578073089704        1.1576923245115722E-004
 -0.41362126245847175        1.1576923245115722E-004
 -0.40697674418604651        5.7884616225578611E-005
 -0.40033222591362128        2.8942308540536033E-004
 -0.39368770764119598        2.3153846490231444E-004
 -0.38704318936877075        4.6307692980462889E-004
 -0.38039867109634551        5.2096153319780569E-004
 -0.37375415282392027        1.1576923245115722E-004
 -0.36710963455149503        2.8942308540536033E-004
 -0.36046511627906974        3.4730768879853713E-004
 -0.35382059800664450        2.8942308540536033E-004
 -0.34717607973421927        2.3153846490231444E-004
 -0.34053156146179403        2.3153846490231444E-004
 -0.33388704318936879        3.4730768879853713E-004
 -0.32724252491694350        6.3673077420389745E-004
 -0.32059800664451826        6.3673077420389745E-004
 -0.31395348837209303        7.5249998099025106E-004
 -0.30730897009966773        5.2096153319780569E-004
 -0.30066445182724255        6.3673077420389745E-004
 -0.29401993355481726        4.0519229219171393E-004
 -0.28737541528239202        6.9461537759707426E-004
 -0.28073089700996678        7.5249998099025106E-004
 -0.27408637873754149        9.8403846300243458E-004
 -0.26744186046511631        9.2615385960925778E-004
 -0.26079734219269102        1.0998076697887882E-003
 -0.25415282392026578        7.5249998099025106E-004
 -0.24750830564784054        9.2615385960925778E-004
 -0.24086378737541525        9.8403846300243458E-004
 -0.23421926910299001        1.1576923416214413E-003
 -0.22757475083056478        1.3892307551941485E-003
 -0.22093023255813954        1.7944231158253388E-003
 -0.21428571428571430        2.0838461327912228E-003
 -0.20764119601328901        1.9680769260048692E-003
 -0.20099667774086377        1.5628845653736789E-003
